Question Rank,Movie ID,Movie Title,Distribution,Hype,Recency,Audience,Sentiment,Style,Drama,Thrill,Release,Action
1102,1103,A Nightmare on Elm Street 4: The Dream Master,0.804,0.004,-0.382,-0.386,-1.759,0.226,-0.528,-0.612,-0.721,0.227
1103,1104,Volcano,-0.455,-0.855,0.630,-0.300,0.643,0.466,2.829,-2.594,0.111,0.598
1104,1105,The Possession,-2.271,-0.129,2.802,-0.925,-0.210,0.832,0.945,0.703,-1.043,-1.288
1105,1106,This Christmas,0.080,1.304,-0.996,-0.592,-1.218,-0.183,0.205,-0.029,-1.107,-0.357
1106,1107,Bugsy,-0.626,-1.489,0.266,-2.240,-0.434,0.704,0.765,-2.265,-1.163,0.127
1107,1108,Michael Clayton,-0.393,-0.235,-0.632,-0.741,0.993,-0.667,-2.370,0.932,-1.247,2.233
1108,1109,Diary of a Wimpy Kid: Dog Days,0.024,0.149,-0.827,-2.274,0.770,0.152,0.651,-0.465,-0.189,-0.120
1109,1110,The Deer Hunter,0.627,-0.028,0.163,-0.472,0.714,0.754,-0.538,-0.372,-1.474,-0.165
1110,1111,Men of Honor,1.004,-0.883,-2.061,-1.091,-0.195,-1.332,-2.404,-0.738,1.256,0.864
1111,1112,Firewall,-0.563,0.538,1.203,0.909,-0.309,0.497,-0.764,-0.281,0.746,2.453
1112,1113,Speed 2: Cruise Control,0.267,1.843,0.459,-0.307,1.284,0.320,0.715,0.266,-0.534,-0.515
1113,1114,Date Movie,-0.238,0.234,-1.460,-1.476,-0.874,-1.154,0.928,-1.017,1.020,-0.250
1114,1115,Miss Congeniality 2: Armed and Fabulous,-0.197,-0.345,-0.192,-0.721,-0.946,0.473,-1.038,-0.899,0.547,-2.956
1115,1116,The Dilemma,0.796,-0.600,-0.041,0.155,-0.723,-1.343,-0.619,0.203,-0.409,-0.495
1116,1117,Peter Pan,0.807,-0.831,-0.524,1.711,-2.560,1.074,-0.419,-1.124,-0.092,-1.441
1117,1118,Return to Never Land,-0.109,-0.834,1.047,1.134,-0.703,0.422,0.048,-0.246,0.997,0.869
1118,1119,Big Fat Liar,0.613,-1.067,2.145,0.395,0.044,0.713,1.895,0.551,-0.034,-0.727
1119,1120,The Game,-0.564,0.804,-0.876,-0.292,-0.076,0.400,-0.316,0.164,0.091,2.128
1120,1121,Just Like Heaven,0.525,0.635,1.059,0.973,0.002,1.004,-1.824,-0.168,-0.476,0.173
1121,1122,The House Bunny,-0.919,-0.893,1.080,-1.093,0.423,-0.097,1.131,-0.305,-2.401,2.112
1122,1123,Mask,-0.851,-0.181,0.291,1.985,0.171,3.655,0.817,0.426,-0.060,0.520
1123,1124,Waynes World 2,-1.239,-0.508,-0.245,-0.435,-1.509,-0.295,-0.453,0.969,0.939,-0.419
1124,1125,Malcolm X,-0.441,-1.358,-0.128,-0.282,0.234,-0.236,-0.187,-1.151,0.514,-0.634
1125,1126,G.I. Jane,-0.572,-0.286,-0.216,-0.370,2.108,-0.234,-0.267,-0.454,-0.016,-0.944
1126,1127,Fat Albert,-0.696,0.443,1.138,0.633,0.174,-0.310,-0.090,0.535,1.123,-0.956
1127,1128,Kick-Ass,-0.357,-2.701,-1.212,-2.211,-0.126,-0.589,-1.025,0.009,0.083,-1.385
1128,1129,Secret Window,-0.947,-0.614,0.574,-0.244,1.069,-0.229,-0.297,-0.148,-0.499,0.421
1129,1130,Nims Island,0.670,-1.039,0.617,-0.129,-2.220,0.290,1.329,0.730,-0.478,1.052
1130,1131,Agent Cody Banks,-0.389,2.782,0.466,0.542,1.227,1.359,-0.110,-0.006,1.881,0.139
1131,1132,The Skeleton Key,-0.682,1.188,-2.214,0.042,-0.608,-2.156,0.337,-0.494,-0.361,0.993
1132,1133,The Jungle Book 2,0.779,-0.294,-0.311,-0.800,-0.703,0.536,-1.719,-2.496,0.279,0.600
1133,1134,When a Stranger Calls,-0.556,0.473,-0.063,0.393,-0.166,-1.442,-0.680,0.208,-0.111,0.240
1134,1135,Premonition,-0.635,-0.400,0.436,0.948,0.171,0.289,-0.611,-1.266,-0.548,-0.905
1135,1136,Alien Resurrection,1.282,-1.035,-0.988,-0.800,1.968,-0.858,0.844,0.741,-0.489,-0.603
1136,1137,Look Whos Talking Too,1.582,-1.829,0.537,-0.260,-0.171,0.443,-0.368,3.517,1.067,-0.093
1137,1138,The Rundown,-2.622,-1.336,0.900,-1.263,0.140,0.133,0.401,0.804,-0.176,0.822
1138,1139,Dan in Real Life,0.379,-0.837,0.069,0.207,-2.751,2.526,0.316,0.295,-0.256,-1.997
1139,1140,New Jack City,-0.099,-0.401,0.080,0.441,1.485,0.030,0.573,1.369,-0.945,-0.781
1140,1141,The Godfather Part II,-0.339,0.373,-0.132,0.912,0.422,0.379,3.617,0.458,0.506,0.458
1141,1142,The Kingdom,0.294,-0.981,-0.078,-0.249,-0.523,0.286,-0.740,-0.690,0.664,-0.985
1142,1143,Munich,1.907,0.579,-0.296,0.827,1.248,0.235,0.086,0.320,0.714,1.601
1143,1144,Kingdom of Heaven,-0.595,2.616,0.179,-0.221,0.605,0.744,-1.160,0.583,-0.941,0.364
1144,1145,Hostel,-0.364,-0.123,0.229,-0.119,1.449,-0.535,-0.273,1.259,0.307,1.626
1145,1146,Savages,-0.147,-0.164,-0.567,0.337,0.785,-0.064,-0.016,-0.389,-1.167,0.117
1146,1147,Nanny McPhee,-0.587,0.260,0.106,0.323,0.147,0.223,0.331,0.626,0.879,0.288
1147,1148,Kate and Leopold,-0.845,-1.499,-0.049,-0.173,0.291,0.474,0.614,-0.005,0.684,1.258
1148,1149,Killers,-1.302,1.788,-0.524,2.747,0.429,-2.653,1.385,-0.105,-1.087,0.808
1149,1150,Shooter,-0.273,-0.927,1.142,0.325,-0.166,0.330,0.605,0.111,-0.874,0.353
1150,1151,Halloween,0.456,0.572,-0.216,0.817,-2.526,-0.203,0.057,0.145,0.177,0.213
1151,1152,Silent Hill,0.667,0.013,1.223,0.266,0.250,0.058,0.480,0.530,1.197,-0.015
1152,1153,Final Destination 2,1.342,0.505,-0.262,-3.084,0.187,-0.153,-0.169,-0.561,-2.125,-1.296
1153,1154,"See No Evil, Hear No Evil",0.421,0.652,1.015,0.664,0.448,1.838,1.094,0.443,-0.794,0.502
1154,1155,Goodfellas,0.147,0.416,0.109,-1.538,-0.518,-0.529,0.983,-0.782,-0.246,-1.541
1155,1156,The River Wild,0.488,0.490,0.826,0.375,-0.159,0.333,0.013,-0.813,0.980,-0.025
1156,1157,Boogeyman,0.626,0.183,0.254,0.241,0.247,1.976,0.270,1.505,-0.294,1.351
1157,1158,Firefox,-0.576,-0.255,1.139,0.418,-0.238,0.318,-0.264,-1.881,0.317,0.468
1158,1159,The Rocketeer,0.090,0.263,1.129,0.506,-0.183,-0.143,0.429,2.248,1.277,0.204
1159,1160,Practical Magic,0.407,0.808,-0.056,0.076,0.117,-0.414,0.742,1.101,0.704,-0.128
1160,1161,The Distinguished Gentleman,0.567,-1.996,0.213,0.455,1.013,-0.023,0.030,-0.251,1.006,-0.460
1161,1162,Colors,1.067,1.736,-0.773,0.428,-0.453,-3.044,-0.101,0.934,-0.327,0.380
1162,1163,Phone Booth,-0.718,0.455,-0.044,1.048,0.217,2.097,1.220,-2.854,0.145,0.669
1163,1164,The Legend of Zorro,0.317,1.189,-0.588,1.457,1.998,-0.584,-0.490,-0.149,1.274,0.871
1164,1165,Arthur Christmas,-0.812,-0.098,-0.762,0.855,-2.942,-0.337,-0.904,-0.245,0.648,1.359
1165,1166,Walking Tall,0.266,0.675,-0.552,-0.212,-0.233,-0.187,1.292,-2.768,-2.424,0.253
1166,1167,The Best Exotic Marigold Hotel,-1.308,-0.393,-0.230,0.070,0.049,-0.180,-0.619,0.089,-0.200,0.307
1167,1168,Full Metal Jacket,0.030,2.041,-0.960,0.060,-0.717,0.398,0.397,-2.376,0.408,0.426
1168,1169,Romeo + Juliet,-2.385,0.399,0.177,-2.146,0.439,0.210,0.480,-0.212,0.251,1.900
1169,1170,Black Rain,1.570,0.204,1.406,-0.040,-0.914,0.398,0.099,1.459,0.374,0.413
1170,1171,One Fine Day,-0.273,2.018,1.018,1.146,-1.269,-0.057,1.669,0.251,0.470,0.438
1171,1172,Made of Honor,0.933,-1.116,2.015,1.070,-0.078,0.359,0.415,0.500,1.452,-1.804
1172,1173,The Full Monty,1.017,0.358,-0.812,0.202,-0.558,-0.591,0.088,0.940,0.287,0.736
1173,1174,The Rainmaker,0.424,-0.143,0.566,-0.420,0.694,-0.030,-0.174,-0.147,1.832,0.434
1174,1175,The Breakfast Club,2.018,-0.010,-2.887,-0.614,0.127,-0.316,-2.265,0.321,0.372,0.359
1175,1176,Greystoke: The Legend of Tarzan,-1.814,-2.850,0.387,-0.555,0.291,0.816,1.795,1.887,-0.144,1.267
1176,1177,In Good Company,-0.053,-0.939,0.539,0.378,-0.094,-0.025,-0.528,-0.502,1.807,0.365
1177,1178,Underworld: Rise of the Lycans,-0.705,-1.588,0.143,0.810,0.487,-0.687,0.303,-0.824,0.865,-1.707
1178,1179,Saw 3D,0.877,-1.664,0.401,0.190,-1.420,-0.715,-1.256,0.262,0.071,0.100
1179,1180,Robocop 2,0.511,0.198,-0.090,0.825,0.317,0.348,0.548,0.866,-0.343,0.000
1180,1181,Young Guns,0.057,0.409,0.179,-0.483,1.010,0.027,0.033,-1.573,-0.012,-0.653
1181,1182,College Road Trip,0.182,0.425,0.255,-0.156,0.520,0.502,-0.326,0.009,-0.137,-0.267
1182,1183,The Tigger Movie,0.482,1.390,0.022,-0.075,0.337,-0.961,0.447,-2.763,-0.863,-0.059
1183,1184,Jaws 3-D,-0.148,0.813,0.455,0.444,0.177,1.810,0.314,-0.392,0.147,0.068
1184,1185,"O Brother, Where Art Thou?",-0.059,-0.632,0.527,0.158,0.573,0.462,0.586,0.320,0.233,0.814
1185,1186,Moonrise Kingdom,2.919,-0.767,-0.225,0.937,-1.556,0.895,-0.139,0.244,0.600,-1.138
1186,1187,Thelma and Louise,0.009,0.414,-0.306,0.436,0.904,0.027,1.490,-0.257,-0.624,0.095
1187,1188,Bean,0.714,0.472,1.108,0.368,-0.074,-1.134,0.182,-0.454,-1.349,0.514
1188,1189,Domestic Disturbance,1.341,-0.147,0.126,-0.193,0.376,0.095,-0.767,-0.340,1.220,0.298
1189,1190,Zoolander,0.111,0.247,-0.908,0.884,-0.863,-0.818,0.932,0.541,-0.451,0.309
1190,1191,28 Days Later,-0.669,-0.843,0.901,0.360,0.824,-0.160,0.520,0.403,0.567,-0.800
1191,1192,Hall Pass,0.685,2.076,0.080,-0.386,-0.634,-0.082,-0.282,0.450,-0.242,2.049
1192,1193,Frequency,1.115,0.364,-2.022,1.524,-0.010,-0.259,-0.457,-0.339,0.092,-0.626
1193,1194,The Way We Were,0.621,-0.219,-1.562,0.382,0.412,-2.131,0.060,0.277,0.127,0.612
1194,1195,Made in America,0.691,0.103,-0.341,-0.277,-1.782,0.184,0.380,0.831,-0.217,0.147
1195,1196,Cop Out,-0.863,0.520,-0.880,-0.391,0.468,-0.226,-0.340,-4.124,0.743,0.556
1196,1197,Cop Land,-0.182,1.176,0.219,1.815,0.212,-0.204,-1.426,-0.537,1.148,0.778
1197,1198,A Nightmare on Elm Street 3: Dream Warriors,-1.101,2.159,0.074,2.135,-0.866,0.413,0.570,-0.015,0.934,0.262
1198,1199,The Good Son,0.617,-1.590,0.517,-0.013,0.807,0.584,1.280,0.367,0.215,0.546
1199,1200,The Replacements,0.783,-0.768,0.621,0.677,0.810,0.294,-0.586,0.476,-1.986,-0.302
1200,1201,The Artist,0.982,-0.143,-0.009,0.113,-0.190,-0.233,0.099,-1.555,1.500,-0.296
1201,1202,Scarface,0.560,0.009,-0.320,1.135,0.342,0.055,0.175,0.331,-0.134,0.342
1202,1203,Meet Joe Black,0.549,0.123,1.728,0.583,0.639,0.082,-1.870,1.150,0.885,-0.680
1203,1204,Lost in Translation,-0.731,-0.571,0.101,0.931,0.115,0.339,0.160,-0.344,0.375,0.200
1204,1205,The Negotiator,-0.442,2.867,-1.899,-0.043,1.181,-1.057,2.119,-0.054,0.147,-1.965
1205,1206,Napoleon Dynamite,0.751,-1.460,0.775,-0.141,-1.507,-1.856,-0.136,-0.375,-0.644,-0.739
1206,1207,Up in Smoke,0.163,-1.970,-1.146,0.347,0.019,-0.227,-0.284,-0.827,0.250,-0.089
1207,1208,The Three Stooges,-0.111,-1.668,0.183,-0.597,-0.106,0.387,2.030,0.135,0.822,-0.217
1208,1209,Confessions of a Shopaholic,0.328,0.064,0.987,0.751,0.110,0.313,0.785,0.130,-1.156,0.155
1209,1210,Amistad,-0.988,0.426,-0.322,1.950,-0.346,0.531,0.794,0.988,0.755,-0.171
1210,1211,Young Guns II,-0.366,0.442,-0.033,-0.691,-0.425,-0.251,0.559,0.844,0.240,0.791
1211,1212,The Lovely Bones,-0.206,-0.220,-0.369,0.281,-0.075,-0.774,-2.122,-0.033,0.374,-0.699
1212,1213,The Sisterhood of the Traveling Pants 2,1.102,-1.029,-2.071,0.376,-0.215,-0.183,-0.147,0.943,-0.317,0.693
1213,1214,The Shining,0.277,-0.384,0.640,-0.221,0.773,0.017,0.950,-0.267,-0.009,0.915
1214,1215,The Last Emperor,-0.295,-0.116,-0.266,0.915,-0.415,-1.022,0.429,-0.550,-0.925,1.297
1215,1216,Speed Racer,0.569,-1.015,0.921,-1.867,-0.470,-0.227,1.899,-0.493,0.498,-0.768
1216,1217,The One,-0.032,0.015,2.027,1.029,0.092,0.076,0.117,0.150,-0.334,-0.542
1217,1218,Must Love Dogs,0.229,0.054,-0.785,0.079,-1.071,0.429,-1.667,1.110,-0.118,0.180
1218,1219,Love at First Bite,0.093,-0.674,0.999,-0.187,0.866,0.498,0.455,1.933,-0.552,-1.744
1219,1220,Prom Night,-0.899,0.542,-0.989,0.399,1.893,1.056,0.218,0.833,0.781,0.435
1220,1221,Soul Surfer,0.583,0.045,0.801,0.542,1.506,-0.861,-0.345,-0.223,-0.144,-0.625
1221,1222,Wall Street,-0.066,1.232,-0.117,0.272,-0.410,-0.407,0.480,0.740,2.021,-0.430
1222,1223,Diamonds Are Forever,0.699,-0.472,0.752,0.402,-0.035,-0.063,0.222,0.240,-0.293,-1.362
1223,1224,License to Wed,0.498,0.341,0.498,-0.169,-0.264,0.114,-0.408,0.008,-0.823,0.109
1224,1225,Underdog,-0.572,-0.144,-0.142,-1.443,0.934,-0.604,-0.070,-1.121,-0.198,-2.453
1225,1226,Tears of the Sun,-0.171,-0.412,-1.931,-0.998,0.115,-0.645,1.243,0.039,0.246,-0.219
1226,1227,Soul Food,0.779,-0.463,0.266,-2.128,0.083,-0.867,0.388,-1.035,0.297,0.018
1227,1228,Under the Tuscan Sun,0.214,-0.372,0.104,0.574,0.084,0.543,-2.119,0.171,1.206,-0.192
1228,1229,Cats Dogs: The Revenge of Kitty Galore,-0.417,0.209,0.501,1.668,-0.573,-0.210,-0.335,1.480,0.488,-0.480
1229,1230,We Are Marshall,-0.157,-0.420,-0.061,0.645,-1.778,0.417,-1.777,-0.826,-0.459,-0.283
1230,1231,A River Runs Through It,0.716,0.003,-0.434,0.314,-0.501,0.692,-0.219,-1.954,0.227,-0.743
1231,1232,Year One,0.540,0.555,-0.634,0.091,1.654,-0.433,0.905,-0.049,-0.374,0.117
1232,1233,Edge of Darkness,1.339,-0.245,0.241,-0.389,0.412,0.691,-0.292,0.640,-0.082,1.043
1233,1234,Star Trek: Nemesis,0.135,0.286,0.641,-1.513,-4.078,0.586,0.101,-0.710,1.002,0.689
1234,1235,K-9,-0.518,-0.472,-0.700,-0.044,-0.231,-0.219,-0.055,-0.798,-0.206,-0.113
1235,1236,Sense and Sensibility,0.557,-0.217,-0.682,0.237,0.644,-0.321,0.062,0.392,1.238,0.735
1236,1237,No Reservations,-0.612,-0.336,-0.280,2.055,-0.108,1.211,-0.053,0.336,1.542,1.172
1237,1238,Transporter 2,-1.391,0.086,-0.071,-3.677,-0.461,0.874,-1.958,-1.833,-0.275,0.586
1238,1239,Reign of Fire,0.053,-0.125,-0.741,-0.207,0.441,-0.005,0.580,0.836,-0.882,0.327
1239,1240,Wag the Dog,-0.828,0.081,0.836,-0.099,0.281,0.166,-0.629,-1.826,0.586,-0.041
1240,1241,The Longest Yard,1.074,0.632,0.112,0.177,0.126,-1.080,-2.173,-0.769,0.319,0.292
1241,1242,The Devils Own,-0.359,1.777,-2.075,-0.195,-0.753,-0.070,0.629,1.209,0.072,-1.011
1242,1243,Fantasia,0.859,-1.299,0.243,0.306,-0.042,-1.827,-0.175,0.806,2.010,0.327
1243,1244,The Main Event,0.735,0.537,1.482,-0.214,0.781,-0.217,0.075,-0.559,-0.177,0.482
1244,1245,Rambo,1.207,-0.313,-0.746,0.258,0.312,-0.003,-0.657,-1.909,0.037,0.458
1245,1246,Death at a Funeral,0.279,-1.976,-0.059,-0.388,-0.385,-0.377,2.995,-0.152,1.053,0.789
1246,1247,The Lizzie McGuire Movie,0.826,0.243,-0.400,-0.190,-1.097,1.860,-0.627,-0.519,0.047,-2.045
1247,1248,Spanglish,0.312,0.150,0.160,-0.088,0.344,0.081,0.526,0.831,-0.641,-1.708
1248,1249,Because I Said So,-0.609,1.637,-0.324,1.945,0.398,-0.382,-0.457,0.189,-0.410,-0.907
1249,1250,The Unborn,0.587,-0.462,1.068,-0.384,0.431,0.536,-0.171,0.141,0.003,0.045
1250,1251,Glory Road,0.994,0.098,0.877,2.036,0.091,0.244,-0.533,-0.795,-0.899,-1.539
1251,1252,Beverly Hills Cop III,0.162,-0.463,0.081,0.582,0.191,0.291,2.787,-1.067,-0.493,0.702
1252,1253,Final Destination 5,-0.268,0.200,-0.815,-0.137,1.347,-1.277,0.227,-0.310,0.252,0.033
1253,1254,Casino,0.480,-0.071,1.936,-0.461,-0.399,-1.074,-1.047,-0.014,-0.085,0.011
1254,1255,Welcome Home Roscoe Jenkins,0.086,-0.840,-0.441,-0.470,-2.157,-0.633,0.590,-0.618,-0.488,0.873
1255,1256,Step Up 3-D,-1.157,-0.453,0.034,-0.401,-0.063,0.177,0.097,0.096,-0.049,0.696
1256,1257,Time Bandits,-0.914,0.375,0.361,-0.676,0.013,0.029,0.662,0.095,-0.657,0.950
1257,1258,Resident Evil: Retribution,2.840,-0.575,0.766,3.569,-0.049,-0.200,-0.038,0.976,0.168,-0.526
1258,1259,Lady in the Water,2.813,0.797,-0.104,0.559,-0.221,-0.191,-0.740,-3.732,0.559,-2.550
1259,1260,Planet 51,-0.018,-0.242,0.978,-0.866,-0.588,0.670,0.245,1.845,-0.185,-0.177
1260,1261,White Nights,-0.278,-0.227,-2.877,0.325,-0.083,-0.113,-0.202,0.012,0.319,0.109
1261,1262,Drag Me to Hell,-0.721,0.245,-0.337,-0.619,0.071,0.201,0.451,1.109,-0.032,-0.298
1262,1263,The Cabin in the Woods,-0.148,-0.039,-0.866,-0.043,0.127,0.149,-0.642,0.079,0.147,-0.778
1263,1264,Fever Pitch,0.173,-1.089,-0.267,-0.318,-0.107,-1.614,1.922,-0.963,1.038,-0.001
1264,1265,Secondhand Lions,0.024,-0.788,-0.774,-0.620,0.335,-0.580,1.156,-0.262,0.013,0.526
1265,1266,Dirty Rotten Scoundrels,-0.440,-0.903,0.061,-0.597,-0.201,1.610,0.107,0.756,0.057,0.059
1266,1267,Around the World in 80 Days,-1.408,-0.857,0.281,0.079,-0.019,-0.789,-0.630,0.569,-1.810,0.411
1267,1268,Tyler Perrys Meet the Browns,2.140,-0.134,0.227,-0.267,2.268,1.865,2.763,-0.725,-0.498,-0.511
1268,1269,Donnie Brasco,0.514,0.240,0.170,-0.220,1.263,-0.037,0.023,-0.375,-0.201,-0.062
1269,1270,The Fisher King,0.758,0.121,-0.203,0.125,2.602,-0.642,0.300,0.099,-0.077,2.287
1270,1271,Thirteen Ghosts,-0.615,-0.377,0.198,-0.579,-0.260,-0.531,-0.366,1.711,-0.365,-0.731
1271,1272,Nights in Rodanthe,-0.169,0.204,-0.408,-0.365,-0.037,-0.137,0.365,0.142,-0.519,-0.754
1272,1273,Return of the Pink Panther,-0.189,-3.733,-0.487,-1.487,-1.454,0.163,-0.845,0.168,-1.147,-0.947
1273,1274,Homeward Bound: The Incredible Journey,-4.270,-0.613,-0.674,1.010,2.780,0.141,0.072,-1.887,2.959,-0.011
1274,1275,Exorcist: The Beginning,3.079,-0.222,-0.066,0.086,-0.498,-0.241,-0.517,-0.477,2.818,0.359
1275,1276,Aliens Vs. Predator - Requiem,-0.278,-1.874,-0.657,0.183,-0.584,-0.052,-1.002,0.526,-0.462,-0.232
1276,1277,The Hills Have Eyes,0.222,0.275,1.662,-0.664,-0.092,-0.599,-0.748,0.561,0.135,-3.813
1277,1278,The Hours,-0.495,0.209,1.055,-1.220,0.897,2.621,2.804,-0.378,0.020,0.579
1278,1279,Cheech & Chongs Next Movie,-3.848,-0.357,-0.063,-1.767,-0.002,1.904,0.114,-0.072,-0.259,0.099
1279,1280,Ronin,-0.153,0.057,0.751,-1.053,2.804,0.148,-0.067,-0.390,-0.040,-1.527
1280,1281,Orphan,-0.342,0.810,0.051,-0.516,-0.040,0.573,0.617,-2.245,2.439,-0.756
1281,1282,Bandits,-0.884,-0.363,-0.349,-3.763,-0.978,-0.222,0.857,-0.822,-1.371,-0.435
1282,1283,High Crimes,0.117,0.091,2.811,-0.170,-0.364,0.086,0.084,-3.753,-0.359,-1.556
1283,1284,About a Boy,-0.326,0.155,-0.340,2.854,0.917,0.709,-0.732,0.013,-0.002,0.072
1284,1285,Gosford Park,-0.662,0.071,-0.624,-4.084,-0.161,0.075,-0.412,0.132,2.700,-0.566
1285,1286,Tequila Sunrise,-3.525,0.375,2.649,-1.109,0.280,2.872,-0.246,-0.125,-0.222,-0.357
1286,1287,A Walk to Remember,0.197,0.220,0.201,-0.327,-0.026,0.179,-1.117,2.706,-0.424,-0.725
1287,1288,The Peacemaker,-0.042,-0.410,0.018,-0.298,0.847,-3.849,-1.089,-0.470,-0.480,1.528
1288,1289,Private Parts,-4.055,-0.383,-1.813,3.016,1.728,0.075,-0.239,0.511,2.855,-0.129
1289,1290,What to Expect When Youre Expecting,3.135,2.740,3.125,2.542,2.956,0.886,2.843,-0.698,-0.918,-0.066
1290,1291,Clash of the Titans,-0.191,2.643,2.680,-1.592,1.674,-0.013,-0.322,-0.810,2.766,-0.729
1291,1292,Out of Time,0.066,-0.376,-0.598,1.694,2.659,-0.093,2.712,1.022,-0.102,-0.383
1292,1293,The Mirror Has Two Faces,2.705,2.806,0.159,0.033,0.029,2.963,-3.780,-0.036,1.671,-0.196
1293,1294,Orange County,0.044,-0.126,-0.646,-0.411,2.580,0.007,2.817,0.011,-4.002,-4.137
1294,1295,The Last Exorcism,-0.553,2.840,-4.114,0.439,-0.822,0.086,-0.107,0.480,0.082,0.951
1295,1296,John Tucker Must Die,1.178,0.149,0.705,-0.300,1.087,-4.670,-3.547,0.269,-0.008,-3.865
1296,1297,The Siege,0.608,-0.223,-0.350,-3.508,0.821,1.020,-3.709,0.129,-0.050,0.684
1297,1298,The Ides of March,0.455,1.403,0.954,-0.425,0.189,-4.578,0.182,0.453,-0.163,0.125
1298,1299,Rocky V,0.543,2.418,0.568,0.246,1.107,-3.766,0.433,-3.625,-0.141,0.169
1299,1300,The Water Horse: Legend of the Deep,0.873,-2.384,0.190,0.023,0.244,-0.099,0.282,0.076,1.027,0.805
1300,1301,Windtalkers,0.830,0.425,0.643,0.092,-0.019,0.012,0.269,0.321,-0.377,0.444
1301,1302,Falling Down,0.994,-0.182,0.151,0.423,0.932,0.182,0.658,-0.039,-0.209,-0.705
1302,1303,House on Haunted Hill,-0.290,-0.288,0.036,-0.090,0.498,-0.681,0.440,-3.538,0.461,0.011
1303,1304,Brewsters Millions,0.442,0.779,-0.141,0.310,-0.209,0.414,0.159,-0.051,-0.699,0.267
1304,1305,Peter Pan,0.430,-2.407,-0.030,-0.183,0.572,0.573,-0.211,-1.975,0.183,-0.267
1305,1306,Short Circuit,-0.205,0.118,-2.401,-0.032,0.927,0.602,0.113,0.351,-0.024,0.714
1306,1307,Max Payne,1.177,0.096,-0.201,0.327,0.115,0.048,-0.175,-0.050,0.843,1.254
1307,1308,Stranger Than Fiction,0.402,-0.294,0.852,0.646,0.415,2.839,-0.354,0.520,1.312,0.272
1308,1309,Three Fugitives,0.456,-0.264,0.293,-0.002,0.697,0.079,-0.086,0.015,0.138,-0.336
1309,1310,Pleasantville,-0.055,0.853,0.546,-0.272,-2.434,0.271,0.343,0.319,0.331,0.309
1310,1311,Duplicity,0.179,0.728,0.661,0.542,0.476,0.152,3.477,0.037,0.669,0.623
1311,1312,Bill & Teds Excellent Adventure,0.119,-0.216,-2.574,1.261,0.698,0.820,-3.828,-0.961,-0.008,-3.481
1312,1313,Pretty in Pink,0.622,-2.469,0.037,-0.354,0.884,0.403,-0.152,-0.160,-0.956,-0.014
1313,1314,The Fly,-0.212,-0.038,-0.078,0.700,-0.582,0.264,0.353,0.943,-0.033,0.238
1314,1315,Blue Crush,0.041,-0.018,0.122,-0.368,-0.125,-0.205,0.056,0.726,-0.269,0.774
1315,1316,The Master of Disguise,0.195,0.179,-0.043,0.738,-3.753,0.206,-0.144,-3.632,-3.681,0.312
1316,1317,You Got Served,0.308,0.168,0.015,0.215,-0.887,-0.047,-0.294,-0.181,0.239,0.199
1317,1318,Heartbreakers,0.796,-0.411,-0.359,0.813,0.935,0.412,0.077,0.357,0.516,0.006
1318,1319,I Am Sam,-0.597,-0.065,2.896,2.945,0.057,-0.028,-3.644,-0.426,0.639,-0.065
1319,1320,The Faculty,0.319,-1.277,0.258,-0.069,0.649,0.655,0.330,0.814,3.386,0.096
1320,1321,Hanna,0.173,0.072,-0.109,-0.019,0.366,-0.089,-3.834,-0.244,-0.211,0.400
1321,1322,Bridget Jones: The Edge of Reason,2.588,0.851,-0.920,3.009,0.285,-0.740,-2.465,-0.182,-1.177,0.204
1322,1323,There Will Be Blood,-0.054,0.397,-0.757,-0.458,0.086,0.442,0.308,0.942,-2.481,0.248
1323,1324,Catwoman,0.896,0.194,-0.585,0.437,0.076,-0.126,-1.070,0.637,0.058,0.172
1324,1325,Legion,-0.244,-2.177,3.103,-0.056,-0.317,-0.052,2.956,-0.157,-0.501,0.243
1325,1326,The Piano,-2.370,0.481,-0.045,0.079,0.698,-2.512,-0.227,0.033,0.621,0.521
1326,1327,Resident Evil,-0.231,-2.570,0.326,0.614,0.390,-0.244,0.639,0.661,0.047,0.241
1327,1328,The Wild Thornberrys,-0.187,-0.132,0.039,0.315,-0.159,-0.034,0.785,0.643,-0.322,0.371
1328,1329,Righteous Kill,0.396,0.091,-0.071,-0.152,0.410,0.654,1.320,-0.240,-0.081,0.103
1329,1330,Collateral Damage,0.103,0.134,-0.522,-0.015,0.876,0.158,-1.112,-0.037,-0.098,-0.067
1330,1331,Man of the House,3.038,0.062,0.228,0.099,0.047,0.261,0.048,-0.230,-0.085,2.800
1331,1332,Enough,-0.082,-2.200,0.152,0.728,-3.612,0.604,0.010,0.439,0.494,-0.057
1332,1333,I Still Know What You Did Last Summer,0.072,-0.088,-3.496,-0.503,-0.154,-0.098,0.773,0.293,-0.389,-0.393
1333,1334,Manhattan,0.058,0.251,0.075,-0.064,0.710,0.658,-0.516,0.093,-0.128,-0.427
1334,1335,The Illusionist,0.456,-2.206,0.035,0.226,0.190,-0.253,-0.307,-0.045,-2.465,0.815
1335,1336,The Ladykillers,-1.932,0.553,-0.129,0.622,0.023,0.049,-0.502,0.157,0.063,0.329
1336,1337,The Beach,0.048,-0.077,-0.022,-0.865,0.550,0.007,0.036,-0.374,0.077,-0.167
